PX2,Main,Midblock Route,Side 1 Route,Side 2 Route,Activation Date,Latitude,Longitude,Count Date,8HrPedVol,8HrVehVol,24HrPedVol,24HrVehVol
203,LAKE SHORE BLVD E,,LOWER SHERBOURNE ST,,2/26/1953,43.6463414,-79.366079,7/13/2011,254,"16,043",508,"32,086"
204,HARBOUR ST,,YORK ST,,1/1/1962,43.641006,-79.380705,4/21/2009,"2,168","13,737","4,336","27,474"
205,LAKE SHORE BLVD W,,YORK ST,,1/1/1958,43.6416093,-79.380953,4/21/2009,"1,343","14,512","2,686","29,024"
206,LAKE SHORE BLVD E,,LESLIE ST,,12/14/1955,43.659109,-79.328373,9/29/2009,872,"25,646","1,744","51,292"
207,LAKE SHORE BLVD E,,CARLAW AVE,,6/20/1966,43.655081,-79.337519,9/30/2008,123,"26,975",246,"53,950"
208,LAKE SHORE BLVD E,,DON ROADWAY,DON VALLEY PARKWAY N,11/22/1963,43.6510701,-79.346973,6/23/2008,412,"11,046",824,"22,092"
209,LAKE SHORE BLVD E,,PARLIAMENT ST,,10/24/1950,43.6477572,-79.361271,7/14/2011,"1,129","17,907","2,258","35,814"
210,LAKE SHORE BLVD E,,LOWER JARVIS ST,,5/5/1950,43.645501,-79.369794,4/21/2009,684,"21,724","1,368","41,372"
211,YONGE ST,,LAKE SHORE BLVD W,,3/15/1932,43.644197,-79.3758602,4/21/2009,"4,387","18,075","8,774","36,150"
212,LAKE SHORE BLVD W,,BAY ST,,3/14/1932,43.64317,-79.37791,4/21/2009,"6,835","21,341","13,670","42,682"
213,BAY ST,,HARBOUR ST,,3/14/1932,43.6421004,-79.377444,6/9/2009,"7,776","18,261","15,552","36,522"
214,ADELAIDE ST E,,PARLIAMENT ST,,6/11/1964,43.653562,-79.363581,7/29/2010,685,"9,398","1,370","18,796"
215,LAKE SHORE BLVD W,,SPADINA AVE,LOWER SPADINA AVE,9/12/1948,43.638474,-79.392196,4/21/2009,"1,053","34,995","2,106","69,990"
216,LAKE SHORE BLVD W,,FLEET ST,BATHURST ST,4/13/1942,43.636444,-79.399607,12/15/2010,999,"25,441","1,998","50,882"
217,EGLINTON AVE E,,FALMOUTH AVE,GILDER DR,8/23/1966,43.735594,-79.253201,10/6/2009,959,"19,780","1,918","39,560"
218,LAKE SHORE BLVD W,,BURLINGTON ST,,5/24/1967,43.6172919,-79.487299,5/7/2009,971,"9,153","1,942","18,306"
219,CHAPLIN CRES,,ROSELAWN AVE,,1/1/1967,43.7056982,-79.423936,3/14/2011,627,"7,247","1,254","14,494"
220,EGLINTON AVE E,,FORMAN AVE,,8/9/1966,43.7092057,-79.386196,5/24/2011,872,"14,649","1,744","29,298"
221,LAKE SHORE BLVD W,,STADIUM RD,,11/17/1948,43.6358247,-79.401826,5/26/2011,717,"21,335","1,434","42,670"
222,LAKE SHORE BLVD W,,STRACHAN AVE,REMEMBRANCE DR,7/4/1961,43.634499,-79.408721,12/15/2008,314,"34,058",628,"68,116"
223,RICHMOND ST E,,PARLIAMENT ST,,6/11/1964,43.6545488,-79.363998,8/15/2007,571,"15,773","1,142","31,546"
224,LAKE SHORE BLVD W,,JAMESON AVE,,1/10/1947,43.6333865,-79.434586,11/19/2009,74,"16,542",148,"33,084"
225,CHURCH ST,,CHARLES ST E,,5/17/1974,43.6694267,-79.382476,11/13/2007,"4,368","12,187","8,736","24,374"
226,LAKE SHORE BLVD W,,PARKSIDE DR,,3/1/1949,43.638362,-79.45353,10/6/2009,95,"38,490",190,"76,980"
227,QUEENS PARK,,QUEENS PARK CRES W,,12/28/1973,43.66605945,-79.39317763,5/26/2009,576,"19,428","1,152","38,856"
228,LAKE SHORE BLVD W,,ELLIS AVE,,4/15/1957,43.6362217,-79.465271,10/8/2009,119,"35,448",238,"70,896"
229,LAKE SHORE BLVD W,,WINDERMERE AVE,PRIVATE ACCESS,12/4/1955,43.635079,-79.468076,8/7/2008,138,"34,245",276,"68,490"
230,LAKE SHORE BLVD W,,PARK LAWN RD,MARINE PARADE DR,1/31/1958,43.62300547,-79.48114336,12/16/2010,171,"16,592",342,"33,184"
231,LAKE SHORE BLVD W,,SUPERIOR AVE,,1/31/1958,43.6149403,-79.488612,9/9/2008,"2,977","9,143","5,954","18,286"
232,LAKE SHORE BLVD W,,MIMICO AVE,PRIVATE ACCESS,1/31/1958,43.613712,-79.489287,10/5/2009,"1,932","8,460","3,864","16,920"
233,LAKE SHORE BLVD W,,ROYAL YORK RD,,1/1/1960,43.6036287,-79.493109,6/26/2008,459,"10,475",918,"20,950"
234,LAKE SHORE BLVD W,,THIRD ST,,1/31/1958,43.6017233,-79.500725,10/5/2010,"1,411","7,845","2,822","15,690"
235,JANE ST,,400 S JANE ST RAMP,JANE ST BLACK CR S RAMP,6/7/1981,43.71104078,-79.50596988,6/16/2011,186,"26,623",372,"53,246"
236,LAKE SHORE BLVD W,,TENTH ST,,1/31/1958,43.6000063,-79.508604,6/5/2008,"1,314","8,501","2,628","17,002"
237,LAKE SHORE BLVD W,,KIPLING AVE,COLONEL SAMUEL SMITH PARK DR,1/1/1957,43.5981581,-79.516936,7/10/2008,"1,884","11,901","3,768","23,802"
238,LAKE SHORE BLVD W,,TWENTY SECOND ST,,1/31/1958,43.5972121,-79.521281,6/25/2008,"1,650","9,937","3,300","19,874"
239,LAKE SHORE BLVD W,,THIRTIETH ST,,1/31/1958,43.5953296,-79.5296733,6/25/2008,"1,466","13,576","2,932","27,152"
240,LAKE SHORE BLVD W,,LONG BRANCH AVE,PRIVATE ACCESS,1/31/1958,43.5943391,-79.533932,7/16/2008,"1,550","10,632","3,100","21,264"
241,LAKE SHORE BLVD W,,THIRTY SEVENTH ST,PRIVATE ACCESS,1/31/1958,43.593382,-79.538092,5/7/2009,"1,143","13,664","2,286","27,328"
242,LAKE SHORE BLVD W,,BROWNS LINE,,2/23/1960,43.59235474,-79.54258472,7/13/2010,285,"12,398",570,"24,796"
243,LAKE SHORE BLVD W,127m EAST OF,BROW DR,PRIVATE ACCESS,1/31/1958,43.59168648,-79.54382122,4/23/2008,566,"11,090","1,132","22,180"
244,PARLIAMENT ST,,FRONT ST E,,11/17/1948,43.6515514,-79.362731,11/8/2011,"1,680","14,319","3,360","28,638"
245,KING ST E,,PARLIAMENT ST,,11/17/1948,43.6527207,-79.363216,3/3/2008,"1,749","10,089","3,498","20,178"
246,QUEEN ST E,,PARLIAMENT ST,,8/15/1982,43.6556093,-79.364434,7/28/2009,"4,769","10,563","9,538","21,126"
247,PARLIAMENT ST,,SHUTER ST,,5/11/1953,43.6569464,-79.364973,7/29/2009,"2,584","8,907","5,168","17,814"
248,DUNDAS ST E,,PARLIAMENT ST,,4/7/1939,43.6594438,-79.365987,7/30/2009,"3,188","11,835","6,376","23,670"
249,PARLIAMENT ST,,GERRARD ST E,,11/17/1948,43.6619557,-79.367007,4/20/2005,"3,638","16,506","7,276","33,012"
250,PARLIAMENT ST,,CARLTON ST,,10/22/1948,43.6642686,-79.367958,8/25/2010,"5,163","9,877","10,326","19,754"
251,PARLIAMENT ST,,WELLESLEY ST E,,6/9/1950,43.668161,-79.369537,7/2/2008,"3,659","12,225","7,318","24,450"
252,BLOOR ST E,,PARLIAMENT ST,,3/1/1951,43.672016,-79.370764,11/15/2011,575,"24,804","1,150","49,608"
253,SHERBOURNE ST,,FRONT ST E,,11/18/1948,43.650382,-79.367892,8/5/2009,"4,256","13,597","8,512","27,194"
254,KING ST E,,SHERBOURNE ST,,11/22/1948,43.6512817,-79.368252,8/10/2010,"4,473","10,293","8,946","20,586"
255,SHERBOURNE ST,,ADELAIDE ST E,,3/21/1962,43.6521492,-79.368634,7/19/2011,"3,649","12,272","7,298","24,544"
256,SHERBOURNE ST,,RICHMOND ST E,,3/16/1962,43.6533796,-79.369114,9/25/2007,"1,795","12,591","3,590","25,182"
257,QUEEN ST E,,SHERBOURNE ST,,9/17/1928,43.6545313,-79.36944,5/1/2007,"2,200","12,963","4,400","25,926"
258,DUNDAS ST E,,SHERBOURNE ST,,12/21/1927,43.6583038,-79.371,11/18/2009,"5,019","13,732","10,038","27,464"
259,SHERBOURNE ST,,GERRARD ST E,,10/20/1948,43.661228,-79.372218,11/19/2009,"2,040","15,254","4,080","30,508"
260,SHERBOURNE ST,,CARLTON ST,,7/13/1941,43.6631965,-79.373038,11/5/2011,"3,624","11,814","7,248","23,628"
261,SHERBOURNE ST,,WELLESLEY ST E,,10/19/1948,43.6670664,-79.374656,8/5/2008,"4,285","13,458","8,570","26,916"
262,BLOOR ST E,,SHERBOURNE ST,SHERBOURNE ST N,9/8/1928,43.6723174,-79.376838,8/24/2011,"9,748","22,190","19,496","44,380"
263,FRONT ST W,,SIMCOE ST,LOWER SIMCOE ST,5/13/1960,43.6447547,-79.384981,11/24/2009,"16,152","10,952","32,304","21,904"
264,SIMCOE ST,,WELLINGTON ST W,,5/13/1960,43.6460929,-79.385564,11/26/2009,"11,428","8,381","22,856","16,762"
265,DUNDAS ST W,,MC CAUL ST,,2/12/1952,43.654313,-79.391437,7/27/2010,"12,528","10,586","25,056","21,172"
266,DUNDAS ST W,,BEVERLEY ST,,9/30/1948,43.6538104,-79.393832,2/12/2009,"5,537","10,847","11,074","21,694"
267,RICHMOND ST W,,DUNCAN ST,,12/14/1965,43.6495146,-79.389134,11/19/2007,"3,412","9,634","6,824","19,268"
268,RICHMOND ST W,,PETER ST,,12/14/1965,43.6484258,-79.393259,8/5/2008,"2,993","10,167","5,986","20,334"
269,RICHMOND ST W,,JOHN ST,,11/26/1963,43.6491527,-79.390765,3/2/2009,"5,692","10,619","11,384","21,238"
270,ADELAIDE ST W,,PETER ST,,12/11/1963,43.6473011,-79.392799,7/29/2008,"5,010","10,972","10,020","21,944"
271,BLOOR ST W,,ST GEORGE ST,,7/31/1928,43.6675098,-79.399815,4/17/2008,"12,897","17,927","25,794","35,854"
272,SPADINA AVE,,FRONT ST W,,12/29/1943,43.6427079,-79.393895,7/18/2007,"2,884","23,826","5,768","47,652"
273,SPADINA AVE,,KING ST W,,6/14/1928,43.6454505,-79.395002,6/29/2011,"18,848","21,916","37,696","43,832"
274,SPADINA AVE,,ADELAIDE ST W,,12/6/1941,43.6467218,-79.395533,8/26/2010,"9,395","18,285","18,790","36,570"
275,SPADINA AVE,,RICHMOND ST W,,12/14/1961,43.6479018,-79.396023,7/18/2007,"8,282","19,406","16,564","38,812"
276,SPADINA AVE,,QUEEN ST W,,6/15/1927,43.6487315,-79.396364,7/17/2007,"10,940","24,607","21,880","49,214"
277,SPADINA AVE,,DUNDAS ST W,,9/9/1929,43.6529371,-79.398015,11/16/2009,"13,527","18,400","27,054","36,800"
278,SPADINA AVE,,NASSAU ST,,5/31/1952,43.655859,-79.399205,7/18/2007,"6,846","11,561","13,692","23,122"
279,SPADINA AVE,,COLLEGE ST,,6/28/1928,43.6579399,-79.400059,8/12/2010,"9,936","17,631","19,872","35,262"
280,SPADINA AVE,,HARBORD ST,,3/12/1948,43.6630646,-79.402104,10/3/2007,"8,445","20,747","16,890","41,494"
281,BLOOR ST W,,SPADINA AVE,SPADINA RD,7/23/1928,43.6666551,-79.403803,11/19/2009,"13,478","20,211","26,956","40,422"
282,BAYVIEW AVE,,ROSEDALE VALLEY RD,,9/27/1961,43.6702347,-79.360193,10/13/2009,26,"22,028",52,"44,056"
283,DUNDAS ST E,,COXWELL AVE,,8/28/1953,43.6686596,-79.3175222,8/12/2009,505,"12,050","1,010","24,100"
284,DUNDAS ST E,,WOODFIELD RD,,5/30/1955,43.6678271,-79.322316,7/13/2011,811,"7,583","1,622","15,166"
285,DUNDAS ST E,,GREENWOOD AVE,,6/22/1954,43.6675767,-79.326601,4/19/2011,895,"12,297","1,790","24,594"
286,DUNDAS ST E,,LESLIE ST,,1/2/1956,43.6667337,-79.331711,2/10/2010,714,"7,076","1,428","14,152"
287,DUNDAS ST E,,JONES AVE,,8/23/1954,43.6661633,-79.334282,11/17/2009,"1,247","10,707","2,494","21,414"
288,DUNDAS ST E,,PAPE AVE,,5/30/1955,43.665391,-79.339234,6/21/2010,901,"8,677","1,802","17,354"
289,DUNDAS ST E,,CARLAW AVE,,1/17/1955,43.6648245,-79.341597,7/7/2011,"1,269","14,577","2,538","29,154"
290,DUNDAS ST E,,LOGAN AVE,,10/26/1955,43.663931,-79.343869,2/11/2010,"1,089","11,893","2,178","23,786"
291,DUNDAS ST E,,BOULTON AVE,,8/26/1958,43.6631849,-79.348202,6/9/2010,723,"8,586","1,446","17,172"
292,BROADVIEW AVE,,DUNDAS ST E,,10/14/1948,43.6624456,-79.351357,7/28/2010,"2,963","11,380","5,926","22,760"
293,DUNDAS ST E,,RIVER ST,,3/13/1953,43.6611902,-79.358131,7/6/2011,"1,693","17,734","3,386","35,468"
294,DANFORTH AVE,,BROADVIEW AVE,,7/16/1928,43.6761964,-79.358828,5/7/2008,"4,249","21,916","8,498","43,832"
295,BLOOR ST E,,CASTLE FRANK RD,PRIVATE ACCESS,12/12/1952,43.6738355,-79.36812,7/27/2010,590,"28,597","1,180","57,194"
296,BATHURST ST,,QUEEN ST W,,6/15/1928,43.6471973,-79.403991,8/24/2010,"7,824","18,133","15,648","36,266"
297,BATHURST ST,,FRONT ST W,,10/27/1950,43.640732,-79.401378,1/27/2010,301,"14,830",602,"29,660"
298,BATHURST ST,,RICHMOND ST W,,3/10/1961,43.646453,-79.403717,4/15/2008,"1,041","14,290","2,082","28,580"
299,LAKE SHORE BLVD W,,FLEET ST,BASTION ST,2/7/1957,43.6357092,-79.403524,6/11/2003,40,"25,180",80,"50,360"
300,COLLEGE ST,,BATHURST ST,,1/31/1928,43.656469,-79.407705,6/1/2011,"7,209","20,994","14,418","41,988"
301,EASTERN AVE,,COXWELL AVE,,12/14/1955,43.6655045,-79.316201,8/10/2009,767,"13,430","1,534","26,860"
302,EASTERN AVE,,LESLIE ST,,6/29/1950,43.6615598,-79.329482,11/18/2008,668,"11,682","1,336","23,364"
303,BATHURST ST,,HARBORD ST,,3/9/1929,43.6615152,-79.409748,4/1/2008,"2,174","20,693","4,348","41,386"
304,BATHURST ST,,BARTON AVE,,12/13/1957,43.6681481,-79.412374,3/19/2008,"1,823","13,133","3,646","26,266"
305,BATHURST ST,,DUPONT ST,,3/6/1939,43.67314,-79.414344,6/6/2011,"2,605","22,853","5,210","45,706"
306,BATHURST ST,,NINA ST,,5/10/1949,43.6798123,-79.41699,1/26/2010,"1,248","15,728","2,496","31,456"
307,BATHURST ST,,LONSDALE RD,CLAXTON BLVD,1/1/1955,43.687185,-79.419939,1/26/2010,564,"17,640","1,128","35,280"
308,BATHURST ST,,BURTON RD,STRATHEARN RD,4/3/1960,43.6919174,-79.421873,1/12/2010,703,"18,765","1,406","37,530"
309,BATHURST ST,,ROSELAWN AVE,ELM RIDGE DR,1/1/1967,43.7052047,-79.426346,6/30/2011,692,"21,983","1,384","43,966"
310,BATHURST ST,,BRIAR HILL AVE,,1/1/1967,43.7079008,-79.427022,9/20/2011,375,"20,938",750,"41,876"
311,BATHURST ST,,VIEWMOUNT AVE,,6/9/1962,43.710496,-79.427686,3/23/2009,440,"16,624",880,"33,248"
312,BATHURST ST,,GLENCAIRN AVE,,1/10/1956,43.7123271,-79.428131,3/16/2009,"1,433","20,219","2,866","40,438"
313,BATHURST ST,,SHELBOURNE AVE,,10/22/1962,43.7159806,-79.428973,3/12/2009,"1,158","17,252","2,316","34,504"
314,BATHURST ST,,SARANAC BLVD,,9/18/1961,43.7230833,-79.430627,3/18/2009,795,"16,249","1,590","32,498"
315,BATHURST ST,,PRINCE CHARLES DR,FAIRLAWN AVE,1/31/1958,43.7249548,-79.431053,4/2/2008,995,"19,823","1,990","39,646"
316,BATHURST ST,,RANEE AVE,,4/8/1970,43.7269581,-79.431513,3/17/2009,760,"16,985","1,520","33,970"
317,BATHURST ST,,NEPTUNE DR,,1/31/1958,43.731534,-79.432603,3/23/2009,994,"17,584","1,988","35,168"
318,BATHURST ST,,JOICEY BLVD,MARQUETTE AVE,1/1/1959,43.7339965,-79.433194,3/10/2008,"1,435","20,209","2,870","40,418"
319,SHERBOURNE ST,,SHUTER ST,,10/11/1953,43.6561711,-79.370091,7/21/2009,"3,786","9,862","7,572","19,724"
320,BATHURST ST,,WILSON AVE,,9/14/1956,43.7373609,-79.434006,10/7/2009,"4,215","32,870","8,430","65,740"
321,BLOOR ST W,,BATHURST ST,,4/7/1928,43.665132,-79.411205,3/31/2008,"11,309","22,976","22,618","45,952"
322,BLOOR ST W,,CHRISTIE ST,GRACE ST,11/14/1955,43.6634604,-79.418837,5/5/2010,"7,212","14,556","14,424","29,112"
323,BLOOR ST W,,SHAW ST,,12/9/1929,43.6625011,-79.4232537,5/31/2011,"2,402","10,093","4,804","20,186"
324,BLOOR ST W,,DOVERCOURT RD,,6/28/1928,43.661163,-79.4294309,5/5/2010,"2,966","14,725","5,932","29,450"
325,DUFFERIN ST,,BLOOR ST W,,9/9/1929,43.6598765,-79.435333,4/15/2008,"8,774","21,234","17,548","42,468"
326,BLOOR ST W,,LANSDOWNE AVE,,6/29/1928,43.6583465,-79.442714,5/18/2010,"3,872","17,274","7,744","34,548"
327,DUNDAS ST W,,BLOOR ST W,,3/7/1928,43.6563079,-79.452406,5/18/2011,"10,313","26,976","20,626","53,952"
328,BLOOR ST W,,KEELE ST,PARKSIDE DR,2/8/1928,43.6546856,-79.459966,9/10/2008,"2,085","26,700","4,170","53,400"
329,BLOOR ST W,,HIGH PARK AVE,COLBORNE LODGE DR,7/14/1941,43.6535154,-79.465232,4/14/2008,"2,265","14,178","4,530","28,356"
330,BLOOR ST W,,CLENDENAN AVE,,12/12/1952,43.6525024,-79.470007,4/16/2008,"1,842","14,287","3,684","28,574"
331,BLOOR ST W,,RUNNYMEDE RD,,8/31/1929,43.6511478,-79.476227,5/19/2010,"11,003","15,025","22,006","30,050"
332,BLOOR ST W,,WINDERMERE AVE,,9/14/1952,43.6502634,-79.4804017,5/18/2011,"4,470","12,678","8,940","25,356"
333,BLOOR ST W,,JANE ST,,9/12/1948,43.6493312,-79.484452,6/25/2009,"3,482","19,029","6,964","38,058"
334,BLOOR ST W,,SOUTH KINGSWAY,,1/1/1967,43.648304,-79.485695,6/16/2011,814,"15,642","1,628","31,284"
335,BLOOR ST W,,OLD MILL TRL,,1/31/1958,43.6496427,-79.495413,4/14/2008,512,"14,918","1,024","29,836"
336,BLOOR ST W,,THE KINGSWAY,OLD MILL RD,3/8/1961,43.6500629,-79.499278,4/22/2009,582,"20,489","1,164","40,978"
337,BLOOR ST W,,PRINCE EDWARD DR N,PRINCE EDWARD DR S,1/31/1958,43.6486665,-79.505433,5/18/2010,"1,187","21,167","2,374","42,334"
338,BLOOR ST W,,ROYAL YORK RD,,12/12/1958,43.6473438,-79.511352,4/16/2008,"3,634","21,550","7,268","43,100"
339,BLOOR ST W,,ISLINGTON AVE,,1/1/1958,43.6446586,-79.523399,5/18/2011,"1,957","28,818","3,914","57,636"
340,BLOOR ST W,47m EAST OF,JACKSON AVE,,1/31/1958,43.6480289,-79.508356,5/11/2011,722,"13,796","1,444","27,592"
341,BLOOR ST W,,OSSINGTON AVE,,6/15/1928,43.6619709,-79.4256122,4/22/2009,"5,504","18,872","11,008","37,744"
342,DANFORTH AVE,,CHESTER AVE,,1/6/1976,43.6775446,-79.351941,3/3/2010,"3,444","13,292","6,888","26,584"
343,DANFORTH AVE,,LOGAN AVE,,7/14/1928,43.6779704,-79.349668,1/6/2010,"5,309","12,266","10,618","24,532"
344,DANFORTH AVE,,CARLAW AVE,,2/1/1952,43.6784175,-79.347315,8/25/2009,"5,415","12,495","10,830","24,990"
345,DANFORTH AVE,,PAPE AVE,,7/13/1928,43.6789035,-79.344862,10/6/2009,"8,374","19,252","16,748","38,504"
346,DANFORTH AVE,,JONES AVE,,3/19/1945,43.6798433,-79.340118,8/25/2009,"3,103","13,245","6,206","26,490"
347,DANFORTH AVE,,DONLANDS AVE,,8/19/1953,43.6804049,-79.33727,8/25/2009,"2,241","12,918","4,482","25,836"
348,DANFORTH AVE,,GREENWOOD AVE,,12/7/1928,43.6814824,-79.33234,1/7/2010,"2,106","19,161","4,212","38,322"
349,DANFORTH AVE,,COXWELL AVE,,11/7/1928,43.6833979,-79.323565,1/26/2009,"3,152","19,270","6,304","38,540"
350,DANFORTH AVE,,GLEBEMOUNT AVE,,5/16/1957,43.6846558,-79.317708,8/26/2009,981,"10,992","1,962","21,984"
351,DANFORTH AVE,,WOODBINE AVE,,10/7/1928,43.6856712,-79.312749,7/5/2011,"3,540","20,380","7,080","40,760"
352,DANFORTH AVE,,GLEDHILL AVE,PATRICIA DR,1/27/1953,43.6866856,-79.308555,8/27/2009,"1,693","13,504","3,386","27,008"
353,MAIN ST,,DANFORTH AVE,,5/7/1928,43.6881587,-79.301805,8/31/2009,"8,113","19,927","16,226","39,854"
354,DANFORTH AVE,,DAWES RD,,9/12/1948,43.6893408,-79.296806,3/3/2009,"2,441","17,284","4,882","34,568"
355,DANFORTH AVE,,VICTORIA PARK AVE,,1/31/1958,43.6912366,-79.288311,11/30/2009,"4,352","27,028","8,704","54,056"
356,DANFORTH AVE,,PHARMACY AVE,,1/11/1956,43.6923208,-79.283369,3/3/2009,800,"15,438","1,600","30,876"
357,DANFORTH AVE,,DANFORTH RD,,1/3/1965,43.6936851,-79.277105,2/10/2010,519,"11,810","1,038","23,620"
358,DANFORTH AVE,,WARDEN AVE,,1/1/1957,43.6943678,-79.273638,12/17/2009,267,"16,128",534,"32,256"
359,DANFORTH AVE,,BIRCHMOUNT RD,,1/31/1958,43.6969868,-79.26399,9/8/2009,391,"13,612",782,"27,224"
360,CLONMORE DR,,HOLLIS AVE,WARDEN AVE,1/31/1958,43.6928657,-79.273039,11/23/2005,124,"15,377",248,"30,754"
361,GERRARD ST E,,VICTORIA PARK AVE,,1/4/1953,43.6869115,-79.28656,11/19/2009,"1,233","18,391","2,466","36,782"
362,GERRARD ST E,,MALVERN AVE,,4/20/1960,43.6851543,-79.294787,11/3/2009,363,"11,121",726,"22,242"
363,GERRARD ST E,,MAIN ST,,12/20/1948,43.6840225,-79.300161,10/21/2009,"1,345","15,560","2,690","31,120"
364,GERRARD ST E,,GLENMOUNT PARK RD,,7/7/1988,43.6826695,-79.306033,8/30/2011,262,"9,430",524,"18,860"
365,GERRARD ST E,,WOODBINE AVE,,3/1/1948,43.6808578,-79.31078,1/6/2009,"1,148","15,862","2,296","31,724"
366,GERRARD ST E,,BOWMORE RD,,4/8/1958,43.6780781,-79.315011,1/4/2010,513,"5,543","1,026","11,086"
367,COXWELL AVE,,FAIRFORD AVE,GERRARD ST E,6/22/1959,43.6753292,-79.320299,5/11/2010,"1,822","11,606","3,644","23,212"
368,COXWELL AVE,,GERRARD ST E,EASTWOOD RD,2/23/1942,43.6728936,-79.319285,5/11/2010,"3,368","10,612","6,736","21,224"
369,GERRARD ST E,,GREENWOOD AVE,,10/15/1948,43.6709147,-79.327997,1/20/2010,"2,050","12,563","4,100","25,126"
370,GERRARD ST E,,JONES AVE,,1/30/1952,43.6692181,-79.335596,1/21/2010,"2,189","11,491","4,378","22,982"
371,GERRARD ST E,,PAPE AVE,,7/9/1929,43.6681306,-79.340405,3/3/2010,"4,459","10,097","8,918","20,194"
372,GERRARD ST E,,CARLAW AVE,,6/10/1948,43.6676233,-79.342753,2/2/2010,"4,059","14,765","8,118","29,530"
373,GERRARD ST E,,LOGAN AVE,,5/5/1952,43.6670975,-79.345175,1/20/2010,"1,996","9,210","3,992","18,420"
374,BROADVIEW AVE,,GERRARD ST E,,8/15/1928,43.6654793,-79.352604,1/9/2008,"3,066","13,971","6,132","27,942"
375,DANFORTH RD,,KENNEDY RD,,11/2/1964,43.7147913,-79.260862,12/21/2010,639,"13,088","1,278","26,176"
376,DANFORTH RD,,MACK AVE,,3/2/1965,43.7001729,-79.27272,5/14/2009,262,"10,357",524,"20,714"
377,DANFORTH RD,,MIDLAND AVE,,3/19/1962,43.724859,-79.253982,11/22/2010,"1,522","24,194","3,044","48,388"
378,DANFORTH RD,,BRIMLEY RD,,9/20/1960,43.7351797,-79.247409,1/22/2009,364,"15,786",728,"31,572"
379,EGLINTON AVE E,,DANFORTH RD,,1/1/1960,43.7370963,-79.246256,5/3/2010,"1,329","27,094","2,658","54,188"
380,LAWRENCE AVE E,,MCCOWAN RD,,2/11/1960,43.7555379,-79.245446,6/2/2011,"3,840","34,180","7,680","68,360"
381,DAVENPORT RD,,BEDFORD RD,,10/25/1960,43.6744621,-79.399843,7/29/2010,"1,271","17,560","2,542","35,120"
382,DAVENPORT RD,,DUPONT ST,,8/19/1929,43.6757919,-79.402557,10/6/2008,"2,061","20,573","4,122","41,146"
383,DAVENPORT RD,,KENDAL AVE,WALMER RD,11/19/1948,43.6768327,-79.410337,5/14/2008,"1,630","17,872","3,260","35,744"
384,BATHURST ST,,DAVENPORT RD,,8/28/1929,43.6766969,-79.415765,6/23/2010,580,"24,325","1,160","48,650"
385,DAVENPORT RD,,CHRISTIE ST,,10/16/1929,43.6755775,-79.423041,8/3/2011,866,"12,464","1,732","24,928"
386,DAVENPORT RD,,OSSINGTON AVE,,11/19/1948,43.6746958,-79.430924,12/31/2008,"1,325","10,457","2,650","20,914"
387,DAVENPORT RD,,OAKWOOD AVE,,6/6/1960,43.6743951,-79.433746,9/22/2011,974,"15,267","1,948","30,534"
388,DUFFERIN ST,,DAVENPORT RD,,9/23/1943,43.6729838,-79.440961,5/25/2009,"2,155","19,772","4,310","39,544"
389,DAVENPORT RD,,LANSDOWNE AVE,,10/19/1948,43.6715588,-79.448265,8/8/2011,"1,151","13,178","2,302","26,356"
390,DAVENPORT RD,,CALEDONIA PARK RD,,9/22/1960,43.6710835,-79.451069,5/4/2011,159,"13,876",318,"27,752"
391,OLD WESTON RD,,DAVENPORT RD,,12/6/1959,43.6710913,-79.462297,6/4/2008,221,"8,789",442,"17,578"
392,ST CLAIR AVE E,,DANFORTH RD,,10/24/1961,43.7168627,-79.259873,5/14/2009,529,"22,258","1,058","44,516"
393,WESTON RD,,TORYORK DR,PRIVATE ACCESS,12/20/1978,43.753277,-79.5426913,6/8/2009,695,"14,923","1,390","29,846"
394,ROGERS RD,,KEELE ST,,1/31/1958,43.6821633,-79.471576,11/9/2009,"2,912","17,329","5,824","34,658"
395,WESTON RD,,ROGERS RD,PRIVATE ACCESS,1/31/1958,43.681591,-79.476745,2/4/2009,466,"21,906",932,"43,812"
396,AVENUE RD,,401 C W AVENUE RD RAMP,,10/22/1964,43.74320445,-79.42415446,11/8/2011,75,"13,653",150,"27,306"
397,LAWRENCE AVE E,,SCARBOROUGH GOLF CLUB RD,,6/22/1966,43.761852,-79.215817,7/30/2008,800,"18,423","1,600","36,846"
398,LAWRENCE AVE E,,BURNVIEW CRES,PRIVATE ACCESS,5/19/1966,43.7566548,-79.240202,3/7/2011,849,"17,430","1,698","34,860"
399,LAWRENCE AVE W,,BENTON RD,,2/22/1966,43.7103002,-79.471898,8/2/2011,938,"19,469","1,876","38,938"
400,LESLIE ST,,LAWRENCE AVE E,,11/15/1958,43.734534,-79.355951,10/31/2011,"1,018","27,424","2,036","54,848"
401,LAWRENCE AVE E,,THE DONWAY W,,11/15/1958,43.7364907,-79.346527,6/3/2009,"1,821","18,828","3,642","37,656"
402,LAWRENCE AVE E,,DON MILLS RD,,1/31/1958,43.7371593,-79.343417,2/17/2009,"2,471","30,555","4,942","61,110"
403,LAWRENCE AVE E,,THE DONWAY E,,8/28/1961,43.7376884,-79.340967,7/6/2010,"1,260","22,686","2,520","45,372"
404,LAWRENCE AVE E,,UNDERHILL DR,RAILSIDE RD,12/11/1963,43.7407851,-79.324654,10/26/2009,775,"28,290","1,550","56,580"
